-55.1328	160.73184	1.2422609	18.586346
34.934845	-163.8493	5.0834947	18.253826
78.52627	152.97115	1.4211255	18.140287
154.12366	8.869364	-64.44728	18.038412
-39.697018	0.8733821	-176.01689	18.02133
95.67891	4.8924966	-140.66853	17.745134
-139.64093	7.3219295	-121.56115	17.587458
7.1865206	12.5461855	183.43301	17.532015
5.801506	-157.39374	-88.75775	17.314827
7.6194057	28.341473	175.28375	17.29868
1.1973912	49.356762	-163.97896	17.29539
-146.871	6.3399196	83.65092	17.090803
-157.34503	48.29821	2.4875772	17.039665
-67.57943	-166.77492	1.3846737	16.98405
177.00356	-32.764854	9.089006	16.837063
-178.50969	86.90036	7.9536724	16.436394
6.923161	-127.68875	-150.38739	16.106308
163.85588	0.06982684	-73.361496	15.862258
-164.40503	78.22294	5.4703245	15.06578
143.72858	4.363317	-73.881584	14.743413
187.968	8.480263	-11.2181	14.279597
162.19394	-58.820625	3.623767	13.907354
54.730495	-166.47075	1.993652	13.672163
8.186918	86.010864	145.84358	12.968073
7.6618567	-160.78613	-114.8801	12.359604
130.83002	2.7314687	100.27598	12.046953
1.0456425	2.7201102	-184.14467	11.79062
168.82887	0.7437599	-82.953026	10.825076
4.934431	-150.34067	58.81535	10.753389
154.92572	-85.02055	9.907284	10.5160055
9.654924	-24.792933	-191.8377	10.303239
1.7141658	188.2272	-4.277109	10.166513
-102.980255	2.2971737	125.69519	10.123694
-150.88185	1.4981288	-114.671524	9.901042
-62.692425	-163.06119	8.521967	9.413584
9.229461	30.700607	184.12593	9.292035
109.849045	1.8614858	-141.40082	8.857966
4.538062	-160.97844	105.62551	8.838179
91.27182	148.8306	9.359841	8.727327
144.58905	7.1200137	105.15672	8.668545
-55.839813	-157.1256	0.69529533	8.492676
155.4099	-79.60338	3.5231085	8.386769
-164.55037	13.970055	1.6967881	8.27898
171.37962	6.497309	-63.62043	8.146018
3.7612772	-163.69667	-93.37131	8.073066
6.057905	-30.44528	-195.80814	7.787932
182.73724	7.1414104	1.6350621	6.112303
-177.84819	39.928024	0.16990602	6.0272446
8.398543	146.32567	-109.020874	4.7849774
